23.94,23.357,22.456,20.866,19.064,18.11,16.997,16.732,16.626,16.308,16.679,16.467,16.891,18.216,23.039,25.212,25.795,25.742,25.848,27.438,27.968,28.127,26.855,26.219,25.954,25.954,25.689,24.682,24.364,24.841,24.099,23.781,23.675,23.516,23.781,24.258,23.993,23.834,24.046,23.887,23.993,23.675,23.569,23.357,23.357,23.516,23.41,23.304,23.304,23.516,23.463,23.357,23.463,23.569,23.569,23.887,23.834,24.258,24.735
22.827,21.661,19.647,18.163,17.792,17.209,16.679,16.679,16.626,16.361,16.467,16.414,16.626,17.05,20.336,24.735,25.795,26.484,27.544,28.339,28.339,27.12,26.484,26.537,26.06,25.53,24.735,25.106,24.47,24.364,24.735,25.53,25.954,26.166,26.007,26.113,26.007,25.583,25.053,24.523,23.993,24.099,23.728,23.728,23.728,23.993,23.728,23.834,23.622,23.887,23.834,23.728,24.046,23.834,23.728,23.675,23.675,24.258,24.47
19.647,18.534,17.58,16.785,16.626,16.573,16.361,16.255,16.202,16.096,16.096,15.884,16.043,16.414,18.269,23.622,25.848,27.491,28.074,27.385,26.378,26.113,26.007,25.954,25.424,24.947,24.629,24.576,25.318,25.795,26.484,27.12,27.385,27.544,27.862,27.756,26.961,26.113,24.735,24.099,23.94,24.311,24.417,24.152,24.576,24.841,25,25.371,25.265,24.894,24.629,24.947,24.788,24.046,23.516,23.622,23.622,23.622,23.781
18.004,17.315,17.05,16.785,16.52,16.467,16.255,16.255,15.884,15.99,16.043,15.884,16.096,16.361,17.58,23.41,26.378,27.491,27.173,26.431,26.219,26.06,25.901,25.742,25.265,25.212,25.371,25.318,25.901,26.696,27.067,27.067,26.961,28.021,28.127,26.484,25.371,24.682,24.099,23.94,24.523,25.318,24.788,24.788,25.742,26.431,26.749,26.908,26.378,26.113,26.961,27.385,26.537,24.629,24.099,24.364,24.311,24.576,23.993
16.52,16.308,16.255,16.308,16.255,16.096,16.202,16.149,15.937,15.99,16.043,15.831,15.884,15.937,16.838,21.555,25.636,26.325,26.378,26.219,25.954,25.901,25.689,25.53,25.53,25.265,25.106,25.583,25.901,26.06,25.742,25.636,26.378,27.332,26.696,24.417,24.152,24.205,24.417,24.205,25.106,25.742,25.106,25.371,26.431,26.855,26.378,25.954,26.272,27.12,28.074,28.339,27.173,24.841,24.364,24.576,24.788,24.735,23.834
16.255,15.831,15.884,15.831,15.778,15.725,15.884,15.672,15.725,15.725,15.513,15.619,15.672,15.672,16.202,19.064,24.046,25.636,25.954,25.742,25.689,25.53,25.424,25.371,25,24.735,24.841,25.212,26.06,25.742,25.477,25.265,27.226,26.855,25.053,23.993,23.94,24.841,24.364,24.311,25.212,25.689,25.106,25.318,25.583,25.795,25.636,25.954,26.643,27.756,27.968,28.445,27.756,25.371,24.735,24.099,24.258,24.47,23.887
15.566,15.513,15.46,15.248,15.46,15.513,15.619,15.672,15.725,15.566,15.407,15.407,15.513,15.672,15.884,16.891,22.615,25.212,25.689,25.742,25.212,25.371,24.894,25.212,25.106,25.212,25.318,26.643,27.385,26.166,25.159,25.795,26.007,24.894,24.523,23.675,23.94,24.576,24.152,23.834,24.841,25.371,24.576,25.265,25.636,25.583,25.742,26.484,26.961,27.438,27.703,28.074,27.226,25.954,24.152,23.993,24.152,24.311,23.728
15.301,15.354,15.354,15.301,15.46,15.46,15.566,15.619,15.725,15.566,15.566,15.619,15.46,15.301,15.354,15.99,20.23,24.841,25.477,25.53,25.477,24.947,25.689,25.265,26.431,25.795,26.643,27.173,26.908,26.113,25.583,25.742,25.106,24.205,24.258,23.569,23.834,24.523,24.099,23.781,24.788,25.053,24.629,24.576,24.576,25.053,25.848,26.219,26.325,26.908,27.544,27.491,27.067,25.742,24.258,23.675,24.311,24.205,23.781
15.301,15.46,15.407,15.513,15.407,15.513,15.725,15.937,15.831,15.725,15.725,15.884,15.619,15.46,15.301,15.566,17.686,23.357,25.424,25.265,25.106,24.788,25.954,25.848,27.332,26.219,26.802,27.014,26.325,26.166,25.53,25.159,24.788,23.622,23.728,23.728,23.781,24.311,24.311,23.675,24.47,24.788,24.258,23.675,24.205,25.424,25.848,25.795,25.318,26.431,26.484,26.537,26.166,25.371,23.781,24.099,24.47,24.364,23.145
15.089,15.195,15.248,15.301,15.248,15.566,15.672,15.672,15.778,15.778,15.831,15.884,15.619,15.301,15.195,15.301,16.467,20.707,24.258,24.523,24.894,26.06,25.318,26.537,27.067,26.166,26.431,26.272,25.901,25.424,25.848,25,24.417,23.463,23.304,23.41,23.834,24.099,24.47,24.47,24.205,24.629,23.94,23.516,23.993,25.212,25.742,24.788,24.788,25.583,25.318,24.947,25.159,24.47,23.834,24.205,24.364,23.569,23.357
15.354,15.46,15.407,15.354,15.407,15.566,15.831,15.725,15.778,15.884,15.831,15.778,15.884,15.46,15.354,15.354,15.513,17.368,22.88,24.47,24.947,25.636,25.159,26.696,26.961,25.689,25.848,25.477,24.894,24.841,24.947,25.583,24.046,23.41,23.357,23.357,23.198,23.622,24.046,24.788,24.364,24.258,23.993,23.463,23.94,24.841,25.371,24.47,24.417,24.947,24.682,24.841,24.47,23.834,23.675,24.205,23.887,23.198,22.933
15.513,15.46,15.46,15.46,15.513,15.619,15.725,15.937,15.884,15.99,16.096,16.043,15.831,15.619,15.46,15.46,15.354,16.149,19.7,23.781,24.311,25.106,25.742,26.325,25.636,24.947,25.159,24.735,24.417,25.053,25.583,25.901,23.887,23.781,23.463,22.827,22.88,22.986,24.152,24.841,25,24.152,24.152,23.516,23.463,24.258,24.947,24.311,24.523,24.788,25,25.159,24.152,23.781,23.834,24.258,23.516,22.933,23.251
15.46,15.354,15.566,15.566,15.46,15.619,15.725,15.937,15.884,15.99,16.043,15.99,15.778,15.566,15.513,15.407,15.407,15.513,16.838,21.025,23.675,24.629,26.325,25.901,24.788,24.417,24.417,24.629,24.735,25.53,25.689,25.53,23.887,24.735,23.622,22.456,22.456,22.827,23.728,24.947,24.894,24.894,24.205,24.046,23.41,23.569,24.523,24.258,24.364,24.841,25.795,25.954,24.47,23.993,24.046,24.152,23.463,23.145,23.145
15.513,15.513,15.619,15.513,15.672,15.725,15.884,15.778,15.884,15.884,16.043,16.043,16.043,15.831,15.566,15.513,15.354,15.566,15.884,16.891,19.806,23.728,25.477,24.682,24.523,24.099,24.152,24.152,24.682,25.424,26.007,24.682,23.887,25.583,23.675,22.35,22.35,22.721,23.251,23.993,24.947,25,25,24.735,23.993,23.145,23.675,23.993,24.152,24.947,26.166,26.643,25,24.258,23.94,24.311,23.516,22.986,23.092
15.566,15.619,15.725,15.619,15.778,15.778,15.725,15.884,16.096,15.99,15.99,16.043,16.149,15.884,15.778,15.619,15.566,15.725,15.566,15.884,16.202,19.064,23.092,24.046,24.47,23.993,23.834,23.94,24.417,24.576,24.099,23.251,23.993,25.265,23.781,22.138,22.403,22.721,23.145,23.834,23.94,24.735,25,25.424,24.682,23.94,23.463,23.675,24.099,25.212,26.219,27.014,25.53,24.364,24.205,24.205,23.834,23.251,22.986
15.566,15.407,15.513,15.566,15.619,15.46,15.672,15.725,15.884,15.884,15.884,15.937,15.99,15.99,15.884,15.619,15.778,15.46,15.619,15.513,15.46,15.831,16.891,18.057,19.7,20.389,22.085,22.774,23.039,23.039,22.668,22.933,23.622,24.735,23.41,21.873,22.085,22.35,22.721,23.145,23.887,23.94,24.47,24.735,24.417,24.205,23.622,23.463,23.993,24.311,25.901,26.378,25.689,24.364,23.781,24.205,23.728,23.41,23.357
15.566,15.566,15.566,15.619,15.672,15.778,15.778,15.831,15.672,15.99,16.043,16.043,16.096,15.937,15.831,15.619,15.566,15.354,15.513,15.513,15.513,15.46,15.725,15.778,15.778,15.99,16.785,18.481,19.488,20.283,21.078,21.767,22.615,23.622,23.622,21.873,21.873,22.085,22.244,22.35,22.615,22.88,23.357,23.834,23.834,24.152,23.569,23.675,23.781,24.046,25.106,26.007,25.636,24.629,24.258,24.364,23.622,23.993,23.357
15.831,15.672,15.672,15.725,15.672,15.831,15.884,15.831,15.937,16.043,16.361,16.414,16.096,16.096,15.778,15.672,15.619,15.513,15.566,15.407,15.513,15.46,15.513,15.354,15.46,15.407,15.566,15.619,15.831,15.672,15.142,15.248,16.361,17.845,20.601,20.919,21.184,20.654,20.336,19.859,19.276,18.799,19.753,21.396,22.138,23.092,23.145,23.41,23.251,23.569,24.311,25.477,25.954,25.265,24.576,25.265,24.417,23.993,23.887
15.619,15.778,15.831,15.672,15.619,15.672,15.725,15.937,16.096,16.096,16.308,16.361,16.467,16.043,16.043,15.725,15.672,15.619,15.672,15.46,15.407,15.301,15.354,15.354,15.301,15.248,15.195,15.142,15.46,15.248,13.87,13.605,13.499,13.446,14.771,16.52,15.407,14.4,13.552,14.771,14.718,13.499,15.778,17.156,18.057,19.594,20.389,21.449,21.873,22.35,22.774,23.834,25,25,24.841,25.159,25.477,24.046,23.94
15.884,15.884,15.725,15.831,15.778,15.513,15.725,15.884,15.937,16.096,16.255,16.361,16.414,16.202,15.937,15.778,15.884,15.831,15.831,15.513,15.566,15.407,15.407,15.354,15.142,15.248,15.195,15.089,15.142,15.036,14.347,13.287,13.181,13.075,13.022,12.916,12.598,12.386,12.545,13.552,14.082,12.757,14.506,15.884,16.626,17.845,18.216,19.064,19.806,20.177,20.495,21.184,23.092,24.576,24.735,25.159,25.53,24.629,23.993
15.884,15.99,15.884,15.672,15.99,15.778,16.043,15.937,15.831,16.149,16.52,16.467,16.202,16.149,16.202,16.573,18.428,18.428,16.732,16.096,15.513,15.725,15.513,15.301,15.195,15.248,15.142,15.142,14.983,14.93,14.347,13.181,13.075,12.969,12.916,12.492,11.962,11.538,11.697,13.075,13.711,12.386,15.089,16.096,16.838,17.739,17.792,18.004,18.905,19.488,19.541,19.647,20.495,21.873,23.039,23.993,24.788,24.47,24.523
16.202,16.149,15.99,15.884,15.937,15.884,16.043,16.149,16.096,16.202,16.361,16.626,16.626,16.202,16.679,19.859,23.887,23.516,19.7,16.944,15.778,15.566,15.46,15.46,15.407,15.46,15.195,15.036,15.036,14.93,14.347,13.234,12.969,12.916,12.651,12.439,11.803,11.326,11.485,12.916,14.4,14.294,15.778,16.52,16.891,17.845,17.898,17.951,18.534,19.064,19.435,19.435,19.382,19.7,20.442,21.237,22.244,22.721,23.728
15.99,16.096,15.99,16.043,15.778,16.043,16.149,16.255,16.096,16.255,16.149,16.414,16.573,16.52,17.315,21.714,26.325,25.106,22.562,18.216,15.99,15.566,15.301,15.513,15.301,15.301,15.354,15.142,15.036,14.877,14.453,13.181,12.863,12.757,12.651,12.492,11.962,11.22,11.432,12.598,15.301,15.566,15.99,16.202,16.679,17.633,17.739,17.898,17.951,18.322,18.958,19.276,19.117,18.905,18.905,18.905,19.011,19.17,20.813
15.99,16.096,16.096,16.043,16.043,16.043,16.308,16.573,16.255,16.255,16.52,16.414,16.52,16.679,17.951,22.297,27.597,28.445,26.431,20.495,16.626,15.566,15.566,15.619,15.46,15.248,15.248,15.248,15.301,15.142,14.612,13.287,12.969,12.757,12.704,12.227,12.015,11.273,11.485,12.439,15.354,15.778,16.202,16.361,16.785,17.792,18.004,17.898,17.739,18.322,18.746,18.746,18.746,18.852,18.534,18.587,18.534,18.375,18.428
16.096,16.043,16.043,16.202,16.149,16.202,16.467,16.52,16.414,16.043,16.467,16.467,16.202,16.573,18.534,23.251,28.074,29.558,28.551,23.728,17.527,16.149,15.619,15.46,15.407,15.354,15.142,15.248,15.195,14.824,14.506,13.075,12.651,12.916,12.386,12.28,11.803,11.061,11.485,13.075,15.778,15.778,16.149,16.308,16.255,17.686,17.792,17.686,17.739,17.898,18.11,18.481,18.534,18.428,18.375,18.269,18.322,18.11,18.057
15.937,16.096,15.99,16.096,16.308,16.202,16.308,16.361,16.255,16.308,16.414,16.467,16.467,16.361,16.997,19.488,24.205,26.484,26.802,24.417,18.534,15.99,15.725,15.566,15.46,15.195,15.195,15.195,15.142,14.93,14.612,13.234,12.916,12.704,12.651,12.439,12.015,11.114,11.379,12.757,15.619,15.937,16.202,16.149,16.043,16.838,17.792,17.792,17.633,17.739,17.739,18.216,18.269,18.11,18.163,18.11,18.057,17.951,17.633
16.043,16.202,16.202,16.202,16.202,16.52,16.308,16.52,16.308,16.467,16.414,16.573,16.308,16.361,16.361,16.838,18.746,23.41,27.597,26.855,20.813,16.308,15.778,15.407,15.407,15.301,15.142,14.983,15.089,14.877,14.612,13.181,12.704,12.598,12.598,12.545,11.909,11.114,11.273,12.015,15.513,15.672,15.831,16.043,15.831,15.937,17.209,17.262,17.633,17.527,17.686,17.58,17.951,17.792,17.792,18.004,17.739,17.527,17.368
16.096,16.043,16.255,16.096,16.149,16.361,16.361,16.467,16.361,16.573,16.626,16.626,16.414,16.255,16.202,16.255,16.679,18.958,25.371,26.325,22.085,17.739,15.831,15.407,15.46,15.354,15.301,15.354,15.142,14.93,14.824,13.287,12.704,12.81,12.757,12.386,12.068,11.326,11.432,11.909,15.142,15.725,15.725,15.99,15.672,15.46,15.831,16.626,17.103,17.262,17.421,17.315,17.421,17.421,17.421,17.58,17.633,17.58,17.156
16.255,16.308,16.043,16.202,16.255,16.361,16.626,16.414,16.52,16.467,16.626,16.573,16.414,16.202,16.149,16.096,16.308,17.05,21.29,24.364,23.675,20.389,16.785,15.566,15.195,15.142,15.354,15.248,15.248,15.248,14.877,13.658,12.757,12.81,12.916,12.651,12.757,12.386,12.333,12.757,15.089,15.301,15.513,16.202,15.725,15.566,15.46,15.99,16.255,16.679,17.05,17.156,17.103,17.156,17.262,17.156,17.368,17.262,17.103
16.255,16.149,16.255,16.361,16.308,16.414,16.573,16.573,16.679,16.944,16.785,16.52,16.361,16.202,16.202,15.99,15.937,16.255,18.958,23.357,24.205,22.986,19.435,16.149,15.513,15.248,15.407,15.248,15.036,15.142,14.877,13.976,12.81,13.287,13.287,13.287,13.34,13.552,13.446,13.658,15.036,15.46,15.619,16.361,15.831,15.513,15.407,15.884,15.884,15.937,16.043,16.308,16.149,16.202,16.361,16.361,16.679,16.838,16.467
16.202,16.149,16.096,16.308,16.414,16.361,16.414,16.679,16.626,16.838,16.838,16.414,16.255,16.255,16.043,15.884,15.937,15.99,17.156,21.82,24.576,23.94,22.138,17.898,15.778,15.407,15.301,15.195,15.142,14.983,14.824,14.453,13.287,13.393,13.393,13.34,13.234,13.34,13.499,13.658,14.718,15.248,15.672,16.202,15.99,15.884,15.672,15.725,15.778,15.884,15.619,15.619,15.566,15.513,15.195,15.301,15.301,16.626,16.626
16.202,16.149,16.149,16.255,16.255,16.414,16.361,16.626,16.679,16.785,16.732,16.573,16.361,16.149,16.096,15.884,15.937,15.937,16.255,19.594,23.887,24.311,23.463,21.343,16.997,15.407,15.407,15.142,15.248,15.142,14.93,14.347,13.181,13.128,13.287,13.393,13.393,13.34,13.446,13.711,14.718,15.566,15.937,16.308,16.149,16.096,15.725,15.884,15.672,15.619,15.354,14.877,14.506,14.188,13.817,14.029,14.559,16.043,16.732
16.361,16.361,16.52,16.096,16.308,16.308,16.361,16.414,16.573,16.573,16.785,16.467,16.52,16.202,16.043,15.884,15.778,15.778,16.043,18.269,23.516,24.523,24.47,23.622,19.7,15.884,15.407,14.983,15.195,14.877,14.771,14.241,13.499,13.658,13.605,13.87,13.499,13.552,13.817,14.188,15.089,15.778,16.096,16.52,16.308,16.096,15.937,15.99,15.672,15.566,14.877,14.082,13.923,13.764,13.658,13.923,14.241,15.089,16.414
16.255,16.308,16.255,16.202,16.149,16.308,16.255,16.361,16.467,16.308,16.361,16.308,16.255,16.043,15.937,15.725,15.619,15.619,15.884,17.05,22.244,24.311,24.947,24.311,22.032,17.262,15.566,15.354,14.983,14.718,14.665,14.241,14.294,14.559,14.877,14.93,15.301,15.354,15.672,16.255,16.043,16.096,16.202,16.573,16.467,15.99,15.831,15.99,15.831,15.354,14.93,13.923,13.87,13.711,13.499,13.552,13.658,13.923,15.407
16.414,16.202,16.255,16.308,16.414,16.361,16.414,16.414,16.626,16.467,16.414,16.573,16.308,16.096,15.831,15.778,15.778,15.513,15.884,16.467,21.396,24.576,25.583,24.894,23.039,19.17,15.672,15.301,15.089,14.93,14.877,14.294,15.778,16.361,16.361,16.467,16.202,16.096,16.414,16.414,16.414,16.308,16.149,16.679,16.52,16.043,15.672,15.937,15.937,15.619,14.93,13.764,13.764,13.87,13.658,13.552,13.711,13.923,15.089
16.467,16.308,16.361,16.202,16.308,16.255,16.255,16.467,16.732,16.467,16.202,16.361,16.202,16.096,15.99,15.937,15.672,15.513,15.566,16.149,19.753,24.046,24.735,24.417,23.781,21.184,16.043,15.301,14.983,14.93,14.93,14.4,15.937,16.573,16.255,16.255,16.255,16.149,16.361,16.308,16.255,16.255,15.937,16.255,16.308,15.99,15.831,15.831,15.937,15.619,15.036,13.711,13.34,13.287,13.34,13.181,13.34,13.605,14.559
16.255,16.308,16.361,16.414,16.414,16.149,16.467,16.626,16.732,16.308,16.467,16.361,15.99,16.096,16.043,15.725,15.672,15.619,15.672,15.831,18.004,23.781,25.636,25.371,23.251,21.82,16.785,15.195,14.93,15.089,14.665,14.347,15.937,16.467,16.414,16.255,16.149,16.255,16.467,16.361,16.361,16.096,15.301,15.937,16.467,16.149,15.831,15.778,15.831,15.619,14.771,12.969,12.598,12.121,11.962,12.015,11.909,12.439,13.446
16.467,16.52,16.467,16.52,16.52,16.467,16.573,16.785,16.785,16.679,16.626,16.52,16.255,16.149,16.096,15.725,15.619,15.513,15.619,16.043,16.732,22.297,24.894,24.523,23.039,22.827,18.004,15.407,15.301,15.195,14.877,14.771,15.619,16.414,16.732,16.626,16.361,16.573,16.573,16.361,16.573,15.884,15.036,15.513,16.891,16.626,15.937,16.149,16.043,15.778,14.824,12.174,11.379,11.538,11.485,11.591,10.955,12.227,13.605
16.467,16.732,16.414,16.573,16.573,16.52,16.679,16.679,16.626,16.626,16.679,16.467,16.255,16.149,16.043,15.778,15.46,15.619,15.672,15.725,16.096,19.912,25.636,25.212,23.092,23.145,19.753,15.566,15.195,15.195,15.195,14.347,15.301,16.626,16.573,16.52,16.573,16.679,16.626,16.626,16.573,16.202,15.513,15.354,17.421,16.891,16.202,15.99,16.043,15.778,15.036,12.439,11.432,11.644,12.174,11.061,10.531,11.962,13.287
16.626,16.626,16.573,16.679,16.732,16.626,16.732,16.414,16.52,16.52,16.308,16.202,16.255,16.255,15.778,15.672,15.407,15.46,15.46,15.672,15.672,18.958,24.311,25.318,24.152,23.41,22.403,16.096,15.407,15.142,14.771,14.771,14.983,16.52,16.52,16.626,16.626,16.679,16.732,16.626,16.255,16.361,15.937,15.99,17.527,17.156,16.255,15.99,15.99,15.725,15.248,12.545,11.538,12.015,11.432,10.584,9.948,11.75,12.81
16.891,16.997,16.732,16.732,16.944,16.467,16.785,16.52,16.573,16.467,16.255,16.202,15.99,15.884,15.619,15.619,15.46,15.407,15.513,15.619,15.619,18.534,24.682,23.993,23.622,23.834,24.258,17.686,15.301,15.036,14.771,14.93,15.089,16.467,16.626,16.52,16.467,16.573,16.52,16.573,16.467,16.255,16.308,16.626,17.686,17.474,16.414,15.937,16.043,15.937,15.089,12.916,11.962,12.28,11.167,9.948,10.16,11.114,12.28
